name,id,family,x,y,Rec.P,RecRef.I,RecRef.D,ContQInitial,ContQNonInitial,NumNoun,NounNum,DegWAdj,AdjDegW,GenN,NGen,AdjN,NAdj,PossAff.P,PossPre,PossSuff,ComInst,NPconj,NVconj,DefArt,IndefArt,PronomS,IndefPron,PronDem,DemDis,PronAdnDem,IntRef,GenPron,Gender,Gender.n,NegMorph,NPlural,OrdNum,DistNum,AdpN,DemN,NegV,OXV,RelN,Passive,Optative,Prohibitive,Imperative,AdpPM,PolarQ,PossClass,PossLocus,Reduplication,Future,Past,Aspect,Vper,SOV,Agr.Number,Agr.Gender,Agr.Case,Agr.State,Agr.none,Agr.Role,ClausePosition,Alignment
Eblaite,Eblaite,East Semitic,36.8,35.8,Y,N,Y,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,,Prepositions,NounDemonstrative,NegV,OXV,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,No person marking,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,flexiblerelational,SvAtrxP
Hasaitic North Arabian,HasaiticNorthArabian,Central Semitic,49.27,25.79,,,,,,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Subject affixes on verb,,,,,,,Semantic and formal,Two,Negative particle,Plural suffix,,,Prepositions,NounDemonstrative,NegV,No dominant order,NounRelative clause,,,,Second singular and second plural,Pronouns only,,,,,,,Grammatical marking,Both the A and P arguments,,N,N,N,N,N,N,,
Hittite,Hittite,Indo-European,35.0,40.0,Y,N,Y,Y,N,Y,N,,,Y,N,N,Y,N,N,Y,Identity,And different from with,Differentiation,No definite or indefinite article,No definite or indefinite article,Subject affixes on verb,Interrogativebased,Related to remote demonstratives,Threeway contrast,Identical,Differentiated,3rd person only but also nonsingular,Semantic and formal,Two,Negative particle,Plural suffix,,Marked by suffix,Postpositions,DemonstrativeNoun,NegV,,Correlative,Present,Inflectional optative absent,Special imperative  special negative,Second singular and second plural,Pronouns only,No question particle,No possessive classification,Dependent marking,No productive reduplication,No inflectional future,Present no remoteness distinctions,No grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,,SvAtrxP
Hurrian,Hurrian,Hurro-Urartian,43.32,40.73,,,,,,Y,N,,,Y,N,Y,N,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Subject affixes on verb,,Unrelated,Threeway contrast,,,No gender distinctions,No gender,None,Negative affix,Plural prefix,Oneth twoth threeth,,Postpositions,,,No dominant order,Internally headed,Absent,Inflectional optative present,Normal imperative  normal negative,Second singular and second plural,,,,Dependent marking,,Inflectional future exists,Present no remoteness distinctions,No grammatical marking,A or P argument,SOV,,,,,,,,SvPxAtr
Imperial Aramaic,ImperialAramaic,Northwest Semitic,42.19,33.91,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,Definite affix,Indefinite affix,Subject affixes on verb,Mixed indefinites,Unrelated,Twoway contrast,,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,NounDemonstrative,NegV,,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,,No question particle,,Head marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Both the A and P arguments,VSO,Y,Y,N,Y,N,N,,SvAtrvP
Jewish Babylonian Aramaic,JewishBabylonianAramaic,Northwest Semitic,44.24,32.27,Y,N,Y,N,Y,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,,,No definite but indefinite article,Indefinite word distinct from one,Subject affixes on verb,Genericnounbased,Related to remote demonstratives,Threeway contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,DemonstrativeNoun,NegV,No dominant order,NounRelative clause,Present,Inflectional optative absent,Special imperative  special negative,Second singular and second plural,Pronouns only,Initial,,Head marking,Productive full and partial reduplication,Inflectional future exists,Present no remoteness distinctions,No grammatical marking,Only the A argument,No dominant order,Y,Y,N,Y,N,N,flexiblerelational,SvAtrvP
Jewish Palestinian Aramaic,JewishPalestinianAramaic,Northwest Semitic,35.2,32.28,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,No definite but indefinite article,Indefinite word distinct from one,Subject affixes on verb,,Related to remote demonstratives,Twoway contrast,Different stem,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,Marked by reduplication,Prepositions,DemonstrativeNoun,NegV,,NounRelative clause,Present,,Special imperative  special negative,Second singular and second plural,,No question particle,No possessive classification,Head marking,Productive full and partial reduplication,Inflectional future exists,Present no remoteness distinctions,No grammatical marking,Both the A and P arguments,VSO,Y,Y,N,Y,N,N,,SvAtrvP
Later Egyptian,LaterEgyptian,Egyptian,31.21,29.47,,,,N,Y,N,Y,,,N,Y,N,Y,N,N,Y,,,,Definite affix,Indefinite word distinct from one,Subject affixes on verb,,Unrelated,No distance contrast,Identical,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,,,Prepositions,DemonstrativeNoun,NegV,,NounRelative clause,Present,Inflectional optative present,Normal imperative  special negative,Second singular and second plural,Pronouns only,,No possessive classification,No marking,Productive full and partial reduplication,Inflectional future exists,Present no remoteness distinctions,,Only the A argument,,Y,Y,N,N,N,N,flexibleadjacent,SvAtrvP
Luwian,Luwian,Indo-European,36.0,38.0,,,,,,,,,,,,,,Y,,,Differentiation,And different from with,Identity,,,Subject affixes on verb,Interrogativebased,Related to remote demonstratives,Twoway contrast,,,3rd person singular only,Semantic and formal,Two,Negative particle,Plural suffix,Oneth twoth threeth,,,,,,,Present,Inflectional optative present,Special imperative  normal negative,Second singular and second plural,,,No possessive classification,Dependent marking,,No inflectional future,Present no remoteness distinctions,No grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,,SvAtrxP
Mandaic Aramaic,MandaicAramaic,Northwest Semitic,49.57,36.12,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,No definite but indefinite article,Indefinite word distinct from one,Subject affixes on verb,,Related to nonremote demonstratives,Twoway contrast,Identical,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,DemonstrativeNoun,NegV,,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,,Initial,,Head marking,Productive full and partial reduplication,Inflectional future exists,Present no remoteness distinctions,No grammatical marking,Both the A and P arguments,No dominant order,Y,Y,N,Y,N,N,,SvAtrvP
Middle Aramaic,MiddleAramaic,Northwest Semitic,35.2,32.28,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,Definite affix,Indefinite affix,Subject affixes on verb,,Unrelated,Twoway contrast,,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,Mixed,NegV,,NounRelative clause,Present,,Special imperative  special negative,Second singular and second plural,,No question particle,,Head marking,,No inflectional future,No past tense,Grammatical marking,Both the A and P arguments,VSO,Y,Y,N,Y,N,N,,SvAtrvP
Middle Assyrian,MiddleAssyrian,East Semitic,41.15,36.21,Y,N,N,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Identity,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Unrelated,No distance contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,Marked by mixed or other strategies,Prepositions,NounDemonstrative,NegV,No dominant order,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,Pronouns only,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,No grammatical marking,Only the A argument,SOV,,,,,,,flexiblerelational,SvAtrxP
Middle Babylonian,MiddleBabylonian,East Semitic,44.51,32.75,Y,N,Y,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,,Prepositions,NounDemonstrative,NegV,OXV,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,No person marking,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,flexiblerelational,SvAtrxP
Middle Egyptian,MiddleEgyptian,Egyptian,30.93,28.41,,,,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Differentiation,And identical to with,Differentiation,No definite or indefinite article,No definite or indefinite article,Subject affixes on verb,Special,Unrelated,Twoway contrast,Identical,Differentiated,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,NounDemonstrative,NegV,VOX,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,Pronouns only,Initial,No possessive classification,Dependent marking,Productive full and partial reduplication,Inflectional future exists,Present 23 remoteness distinctions,,No person marking,VSO,Y,Y,N,N,N,N,flexibleadjacent,SvAtrvP
Mishnaic Hebrew,MishnaicHebrew,Northwest Semitic,35.17,31.78,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,Definite affix,No indefinite but definite article,Mixed,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Differentiated,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First twoth threeth,Marked by reduplication,Prepositions,Mixed,NegV,VOX,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,Pronouns only,Initial,No possessive classification,Head marking,Productive full and partial reduplication,No inflectional future,Present no remoteness distinctions,Grammatical marking,Only the A argument,VSO,N,N,N,N,N,N,fixedpostmain,SvAtrvP
Neo-Assyrian,Neo-Assyrian,East Semitic,41.05,36.31,,,,Y,Y,Y,N,,,N,Y,N,Y,N,N,Y,,,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Special,Unrelated,Twoway contrast,Identical,,In 3rd person  1st andor 2nd person,,,Negative particle,Plural suffix,Firstoneth twoth threeth,Marked by suffix,Prepositions,NounDemonstrative,NegV,No dominant order,NounRelative clause,,Inflectional optative present,Special imperative  normal negative,Second singular and second plural,Pronouns only,,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,,,Only the A argument,SOV,,,,,,,flexiblerelational,SvAtrxP
Neo-Babylonian,Neo-Babylonian,East Semitic,44.87,32.5,Y,N,Y,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,,Prepositions,NounDemonstrative,NegV,OXV,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,No person marking,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,flexiblerelational,SvAtrxP
Old Akkadian,OldAkkadian,East Semitic,44.1,33.1,Y,N,Y,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,,Prepositions,NounDemonstrative,NegV,OXV,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,No person marking,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,flexiblerelational,SvAtrxP
Old Aramaic,OldAramaic,Northwest Semitic,37.0,32.84,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,Definite affix,Indefinite affix,Subject affixes on verb,,Unrelated,Twoway contrast,,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,Mixed,NegV,,NounRelative clause,Present,,Special imperative  special negative,Second singular and second plural,,No question particle,,Head marking,,No inflectional future,No past tense,Grammatical marking,Both the A and P arguments,VSO,Y,Y,N,Y,N,N,,SvAtrvP
Old Assyrian,OldAssyrian,East Semitic,40.95,35.88,Y,N,N,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Identity,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Unrelated,No distance contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,Marked by mixed or other strategies,Prepositions,NounDemonstrative,NegV,No dominant order,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,Pronouns only,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,No grammatical marking,Only the A argument,SOV,,,,,,,flexiblerelational,SvAtrxP
Old Babylonian,OldBabylonian,East Semitic,44.61,32.61,Y,N,Y,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Optional pronouns in subject position,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Identical,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,Firstoneth twoth threeth,,Prepositions,NounDemonstrative,NegV,OXV,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,No person marking,No question particle,No possessive classification,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,SOV,Y,Y,Y,N,N,N,flexiblerelational,SvAtrxP
Old Elamite,OldElamite,Elamite,48.23,31.18,,,,,,,,,,N,Y,N,Y,,,,,,Identity,Definite affix,No indefinite but definite article,Subject affixes on verb,Special,Related for all demonstratives,No distance contrast,Identical,Differentiated,3rd person only but also nonsingular,Semantic and formal,Two,Negative word unclear if verb or particle,Plural suffix,,,,NounDemonstrative,NegV,,NounRelative clause,,Inflectional optative absent,Special imperative  special negative,Second person numberneutral,No person marking,,,,Productive full and partial reduplication,,,,Only the A argument,SOV,,,,,,,,SvAtrxP
Phoenician,Phoenician,Northwest Semitic,35.65,34.12,Y,Y,N,Y,N,,,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,Definite affix,No indefinite but definite article,Subject affixes on verb,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,NounDemonstrative,NegV,,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,Pronouns only,,,Double marking,Productive full and partial reduplication,No inflectional future,Present no remoteness distinctions,Grammatical marking,Both the A and P arguments,VSO,Y,Y,N,N,N,N,,SvAtrvP
Samal,Samal,Northwest Semitic,36.67,37.1,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,Definite affix,Indefinite affix,Subject affixes on verb,,Unrelated,Twoway contrast,,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,Mixed,NegV,,NounRelative clause,Present,,Special imperative  special negative,Second singular and second plural,,No question particle,,Head marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Both the A and P arguments,VSO,Y,Y,N,Y,N,N,,SvAtrvP
Standard Biblical Hebrew,StandardBiblicalHebrew,Northwest Semitic,35.17,31.78,Y,Y,N,Y,N,Y,N,,,N,Y,N,Y,N,N,Y,Differentiation,And different from with,Identity,Definite affix,No indefinite but definite article,Mixed,Interrogativebased,Related to remote demonstratives,Twoway contrast,Identical,Differentiated,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First twoth threeth,Marked by reduplication,Prepositions,Mixed,NegV,VOX,NounRelative clause,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,Pronouns only,Initial,No possessive classification,Head marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,VSO,N,N,N,N,N,N,,SvAtrvP
Sumerian,Sumerian,Sumerian,45.67,31.3,N,N,N,N,Y,N,Y,,,N,Y,N,Y,Y,,,Differentiation,And different from with,Differentiation,No definite or indefinite article,No definite or indefinite article,Subject affixes on verb,Genericnounbased,Unrelated,Threeway contrast,Different stem,Identical,No gender distinctions,Semantic and formal,Two,Variation between negative word and affix,Plural clitic,First two three,No distributive numerals,No adpositions,NounDemonstrative,Type 1  Type 3,No dominant order,NounRelative clause,Present,Inflectional optative present,Special imperative  normal negative,Second singular and second plural,,No question particle,No possessive classification,Dependent marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,SOV,N,N,N,N,Y,N,flexiblerelational,SvPxAtr
Syriac,Syriac,Northwest Semitic,42.14,37.11,,,,Y,N,Y,Y,,,N,Y,N,Y,N,N,Y,,,,No definite but indefinite article,Indefinite word distinct from one,Subject affixes on verb,,Related to remote demonstratives,Twoway contrast,Identical,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,Negative particle,Plural suffix,First two three,,Prepositions,Mixed,NegV,,NounRelative clause,Present,Inflectional optative absent,Special imperative  special negative,Second singular and second plural,,No question particle,,Head marking,Productive full and partial reduplication,Inflectional future exists,Present no remoteness distinctions,No grammatical marking,Both the A and P arguments,VSO,Y,Y,N,Y,N,N,,SvAtrvP
Ugaritic,Ugaritic,Northwest Semitic,35.78,35.6,Y,Y,N,,,,,,,N,Y,N,Y,N,N,Y,,And different from with,Identity,No definite or indefinite article,No definite or indefinite article,Subject affixes on verb,Interrogativebased,Unrelated,Twoway contrast,Identical,,In 3rd person  1st andor 2nd person,Semantic and formal,Two,,Plural suffix,First two three,Marked by suffix,Prepositions,NounDemonstrative,,,,Present,Inflectional optative present,Special imperative  special negative,Second singular and second plural,,,,Double marking,Productive full and partial reduplication,No inflectional future,No past tense,Grammatical marking,Only the A argument,No dominant order,,,,,,,flexibleadjacent,SvAtrxP
